1563392528,1,LSM9DS1,4.56,8.30,8.30,-4.59,4.59,4.59,-2.94,-6.14,-1.77
1563392528,2,LSM9DS1,-3.28,-7.52,-7.52,-0.11,0.62,0.18,-19.84,-5.13,15.62
1563392528,3,MPU9250,1.07,0.01,0.01,16.95,140.92,18.69,-18.43,34.30,-39.18
1563392538,4,MPU9250,0.53,0.84,0.05,100.08,97.70,-39.05,2.87,-0.24,2.01
1563392538,5,MPU9250,0.25,-0.97,-0.05,-28.69,80.75,-17.23,3.54,-1.04,1.22
1563392538,1,LSM9DS1,7.10,6.62,6.62,-4.59,4.59,4.59,-3.47,0.79,-0.55
1563392538,2,LSM9DS1,-2.33,-5.06,-5.06,-0.04,0.53,0.20,-6.65,1.47,2.77
1563392538,3,MPU9250,0.91,-0.11,-0.29,12.11,125.13,35.04,-1.65,0.06,-1.10
1563392548,4,MPU9250,0.61,0.77,0.26,101.27,109.61,-53.98,6.53,-15.38,20.69
1563392548,5,MPU9250,0.34,-0.92,0.25,-34.66,86.69,-39.05,3.66,-0.49,1.22
1563392548,1,LSM9DS1,5.30,7.93,7.93,-4.59,4.59,4.59,-2.92,11.05,-10.37
1563392548,2,LSM9DS1,-3.63,-6.51,-6.51,-0.13,0.60,0.18,-3.36,0.25,0.62
1563392548,3,MPU9250,0.96,-0.18,0.14,20.59,145.78,8.18,-4.58,-17.58,-0.73
1563392558,4,MPU9250,0.47,0.85,0.36,109.61,97.70,-63.16,1.95,-0.55,1.46
1563392558,5,MPU9250,0.36,-0.92,0.24,-33.47,87.88,-37.90,3.91,-0.79,0.79
1563392558,1,LSM9DS1,4.77,8.47,8.47,-4.59,4.59,4.59,-2.20,0.60,0.66
1563392558,2,LSM9DS1,-3.53,-5.94,-5.94,-0.09,0.55,0.16,-4.16,0.84,0.43
1563392558,3,MPU9250,0.93,0.15,-0.17,24.22,127.56,26.86,-2.38,1.71,-0.31
1563392568,4,MPU9250,0.59,0.81,0.03,97.70,106.04,-39.05,2.08,-0.06,1.59
1563392568,5,MPU9250,0.19,-0.95,-0.24,-26.30,72.44,-9.19,3.60,-1.04,0.85
1563392568,1,LSM9DS1,5.03,8.31,8.31,-4.59,4.59,4.59,-2.13,1.08,-1.03
